Bolagsid;Kollektivavtal;Postkod;Ort;Telnmr;JuridiskForm;SNI;Start_Ar;Bransch;Genomnsnittlig_lön_exkl_pension;Genomsnittlig_lön_Inkl. Pension_TSEK;Total_lön;antalanstallda_UC;Omsättning_SEK;Resultat
1462;0;11134;Stockholm;070-8181908;49;62020;1996;Data, IT & Telekommunikation;558200;1048,7;5582000;33;44833000;9360
1463;0;35236;Växjö;0470-81650;49;2102;1996;Jordbruk, Skogsbruk, Jakt & Fiske;299986;419,8;44698000;149;141978000;600
1464;0;72109;Västerås;021-109630;49;43290;1996;Bygg-, Design- & Inredningsverksamhet;467971;716,62;195144000;417;829016000;43876
1465;0;31121;Falkenberg;0346-87977;49;31012;1996;Tillverkning & Industri;423100;626,85;8462000;20;37020000;1981
1466;0;26439;Klippan;0435-29100;49;17129;1996;Tillverkning & Industri;437039;626,2;22289000;51;182938000;-843
1467;0;13567;Tyresö;08-7700908;49;;1996;;314000;316,59;5966000;22;23396000;-1481
1468;1;13128;Nacka Strand;08-4621800;49;72190;1996;Utbildning, Forskning & Utveckling;814673;1137,23;82282000;101;334423000;147282
1469;0;75323;Uppsala;018-124142;49;10130;1996;Livsmedelsframställning;346148;485,87;16269000;47;188245000;4758
1470;1;11234;Stockholm;08-54555800;49;46410;1996;Partihandel;434451;630,27;35625000;132;271216000;-6416
1471;0;57325;Tranås;0140-599000;49;70220;1996;Juridik, Ekonomi & Konsulttjänster;475071;710,5;6651000;728;398366000;402
1472;0;44125;Alingsås;0322-644900;49;16240;1996;Tillverkning & Industri;394846;688,42;10266000;19;72675000;2055
1473;0;25467;Helsingborg;042-292908;49;25620;1996;Tillverkning & Industri;394031;583,72;25218000;64;128380000;14175
1474;0;57103;Forserum;036-144082;49;25730;1996;Tillverkning & Industri;399090;579,41;8780000;22;33074000;940
1475;0;11135;Stockholm;08-50580830;49;78200;1996;Bemanning & Arbetsförmedling;557956;757,62;50774000;352;631743000;16732
1476;0;10425;Stockholm;08-7285160;49;77390;1997;Uthyrning & Leasing;558852;859,68;83269000;149;636764000;15725
1477;0;25107;Helsingborg;042-108800;49;20300;1996;Tillverkning & Industri;410969;577,82;13562000;33;125069000;-1545
1478;0;82240;Alfta;;49;25999;1996;Tillverkning & Industri;336833;487,37;10105000;30;48615000;1808
1479;0;58107;Linköping;010-7886200;49;68203;1997;Fastighetsverksamhet;593666;891,9;85488000;144;2138000000;672000
1480;0;22370;Lund;046-2868550;49;72110;1997;Utbildning, Forskning & Utveckling;724603;1073,02;38404000;53;48504000;-100528
1481;0;12117;Johanneshov;08-7259100;49;62010;1997;Data, IT & Telekommunikation;770727;1258,94;16956000;16;60017000;10844
1482;0;22478;Lund;046-328787;49;10710;1997;Detaljhandel;349482;474,2;19571000;64;57925000;4411
1483;0;85633;Sundsvall;060-158760;49;43210;1997;Bygg-, Design- & Inredningsverksamhet;324636;527,38;10713000;24;33072000;2011
1484;0;11260;Stockholm;020-247247;49;62030;1997;Data, IT & Telekommunikation;480870;743,79;14907000;34;75257000;9022
1485;0;47198;Fagerfjäll;0304-679500;49;30110;1997;Tillverkning & Industri;433645;650;26886000;75;178313000;2612
1486;0;59780;Åtvidaberg;0120-81000;49;28990;1997;Tillverkning & Industri;630428;594,53;66195000;158;591766000;50395
1487;0;63103;Eskilstuna;08-52296640;49;68201;1997;Fastighetsverksamhet;369900;564,15;7398000;20;143722000;31649
1488;0;50187;Borås;033-173000;49;70220;1997;Juridik, Ekonomi & Konsulttjänster;360777;562,76;55199000;228;1004206000;113967
1489;0;20039;Malmö;040-6252500;49;70220;1997;Juridik, Ekonomi & Konsulttjänster;712461;1054,85;27786000;39;115996000;23391
1490;1;18692;Vallentuna;010-2282200;49;46220;1997;Partihandel;390927;533,7;37920000;97;268202000;12646
1491;0;42123;Västra Frölunda;031-639450;49;69201;1997;Juridik, Ekonomi & Konsulttjänster;388090;595,51;17076000;45;38632000;4320
1492;0;12432;Bandhagen;0700-480325;49;41200;1997;Bygg-, Design- & Inredningsverksamhet;465075;666,62;18603000;40;318038000;28987
1493;0;26572;Kvidinge;0435-25115;49;43911;1997;Bygg-, Design- & Inredningsverksamhet;277388;546,11;4993000;19;36357000;5730
1494;0;43645;Askim;031-683445;49;43221;1997;Bygg-, Design- & Inredningsverksamhet;415937;628,19;6655000;21;31117000;-194
1495;0;89150;Örnsköldsvik;0660-18100;49;43222;1997;Bygg-, Design- & Inredningsverksamhet;317281;449,54;10153000;39;35177000;1607
1496;1;29136;Kristianstad;010-2096210;49;47999;1997;Detaljhandel;394857;582,44;5528000;16;34040000;3331
1497;0;70113;Örebro;019-7663000;49;28220;1997;Tillverkning & Industri;414666;675,28;187844000;453;1975340000;152484
1498;0;43439;Kungsbacka;031-7090707;49;46691;1997;Partihandel;516545;916,5;17046000;32;107118000;11881
1499;0;54630;Karlsborg;0505-13150;49;25620;1997;Tillverkning & Industri;383000;549,75;6511000;20;31698000;1705
1500;0;78433;Borlänge;0240-15566;49;88102;1997;Hälsa & Sjukvård;296115;404,87;82320000;278;120673000;5013
1501;0;59730;Åtvidaberg;0120-14560;49;47112;1997;Detaljhandel;227027;446,47;8173000;30;107468000;4427
1502;1;19279;Sollentuna;08-55931800;49;70210;1997;Reklam, Pr & Marknadsundersökning;109750;644,26;3512000;27;56551000;107
1503;0;56122;Huskvarna;036-141570;49;41200;1997;Bygg-, Design- & Inredningsverksamhet;410035;622,54;11481000;28;100247000;-11581
1504;0;71134;Lindesberg;0581-10046;49;47191;1997;Detaljhandel;322142;413,86;6765000;28;60241000;4317
1505;1;21225;Malmö;040-6808530;49;46750;1997;Partihandel;767533;1298,4;11513000;15;273383000;45520
1506;0;11436;Stockholm;08-52223310;49;78100;1997;Bemanning & Arbetsförmedling;425253;628,3;60386000;142;154226000;16696
1507;1;21143;Malmö;040-239520;49;47291;1997;Detaljhandel;661250;1130;2645000;4;61628000;1231
1508;0;23032;Malmö-Sturup;040-502500;49;52290;1997;Transport & Magasinering;469724;710,15;13622000;26;93478000;1046
1509;0;41834;Göteborg;031-7602773;49;71122;1997;Teknisk Konsultverksamhet;463960;663,11;11599000;27;34507000;3418
1510;1;11734;Stockholm;08-55608400;49;46692;1997;Partihandel;871964;1166,75;24415000;28;108733000;26603
1511;0;52421;Herrljunga;0513-22900;49;46699;1997;Partihandel;496812;763,44;15898000;32;189432000;32061
1512;0;43632;Askim;031-7483050;49;62010;1997;Data, IT & Telekommunikation;431272;602,61;9488000;41;36607000;5534
1513;0;12030;Stockholm;08-68405030;49;47750;1997;Detaljhandel;497883;642,47;21409000;43;71422000;410
1514;0;61994;Vagnhärad;070-5922492;49;47230;1997;Detaljhandel;406636;425,3;4473000;23;31873000;-574
1515;0;28672;Åsljunga;0435-460320;49;10722;1997;Livsmedelsframställning;335429;471,73;78826000;235;600466000;36258
1516;0;20041;Malmö;040-313200;49;47199;1997;Detaljhandel;367797;534,75;249367000;678;2098688000;-12604
1517;0;13650;Jordbro;08-50012660;49;43911;1997;Bygg-, Design- & Inredningsverksamhet;448642;599,47;18843000;45;139616000;14617
1518;0;21233;Malmö;040-157782;49;41200;1997;Bygg-, Design- & Inredningsverksamhet;354566;561,21;10637000;28;51499000;1364
1519;0;87243;Kramfors;0612-32125;49;43912;1997;Bygg-, Design- & Inredningsverksamhet;370515;563,57;12227000;42;70141000;3374
1520;0;74537;Enköping;0171-30426;49;45202;1997;Reparation & Installation;378354;553,42;11729000;36;53742000;2239
1521;0;60006;Norrköping;011-325600;49;46491;1997;Partihandel;530352;853,18;9016000;17;69279000;6663
1522;0;10235;Stockholm;08-54541550;49;41200;1997;Bygg-, Design- & Inredningsverksamhet;350756;534,86;12978000;44;67819000;-805
1523;0;72212;Västerås;021-105650;49;71122;1997;Teknisk Konsultverksamhet;485535;708,77;40785000;84;67904000;1657
1524;0;23422;Lomma;040-412850;49;71123;1997;Teknisk Konsultverksamhet;483315;734,58;9183000;19;21513000;1389
1525;0;69522;Laxå;0584-10820;49;29200;1998;Tillverkning & Industri;394525;626,56;60757000;154;301780000;13480
1526;0;26421;Klippan;0435-18500;49;29320;1998;Tillverkning & Industri;348428;511,96;46341000;133;409716000;26888
1527;0;11577;Stockholm;08-6717000;49;35140;1997;Avlopp, Avfall, El & Vatten;719340;1162,2;31651000;44;2803281000;187803
1528;0;33504;Hillerstorp;0370-373400;49;31012;1997;Tillverkning & Industri;343706;498,22;19935000;58;160827000;1328
1529;0;21119;Malmö;040-6622000;49;62010;1997;Data, IT & Telekommunikation;388437;589,61;12430000;33;57789000;16847
1530;0;30262;Halmstad;035-221590;49;46720;1997;Partihandel;418481;641,71;11299000;31;161417000;6185
1531;0;10465;Stockholm;08-55576000;49;71110;1997;Bygg-, Design- & Inredningsverksamhet;402323;724,62;13679000;45;58957000;518
1532;0;19129;Sollentuna;08-59496600;49;46699;1997;Partihandel;438846;657,69;17115000;39;64609000;902
1533;0;16867;Bromma;08-378820;49;46731;1997;Partihandel;753763;1149,24;28643000;38;1395345000;11665
1534;0;85124;Sundsvall;060-140200;49;62020;1997;Data, IT & Telekommunikation;425957;622,6;50689000;119;152991000;4253
1535;0;73127;Köping;0221-16870;49;62010;1998;Data, IT & Telekommunikation;543158;824,68;68438000;126;215654000;18638
1536;0;43287;Veddige;0340-666550;49;16102;1998;Tillverkning & Industri;424193;606,13;122592000;289;1955957000;140804
1537;0;69223;Kumla;019-569330;49;43310;1998;Bygg-, Design- & Inredningsverksamhet;414972;934,6;14939000;30;53390000;3796
1538;0;11134;Stockholm;08-50308400;49;62010;1998;Data, IT & Telekommunikation;1290986;1797,09;95533000;74;511702000;16088
1539;0;44138;Alingsås;0322-668930;49;28930;1998;Tillverkning & Industri;393541;616,92;28335000;72;115975000;-5245
1540;0;21444;Malmö;040-324700;49;10620;1998;Livsmedelsframställning;504543;742,89;40868000;81;269682000;5805
1541;0;42246;Hisings Backa;031-523000;49;41200;1998;Bygg-, Design- & Inredningsverksamhet;366264;563,51;12453000;37;75558000;446
1542;0;74640;Bålsta;08-58352950;49;22290;1998;Tillverkning & Industri;310307;505;8068000;22;31227000;2179
1543;0;33153;Värnamo;040-6990777;49;26400;1998;Tillverkning & Industri;359423;529;9345000;26;109810000;7879
1544;0;74940;Enköping;0171-20657;49;31030;1998;Tillverkning & Industri;252288;342,91;37591000;149;241323000;-11208
1545;0;41502;Göteborg;031-7127800;49;10130;1998;Livsmedelsframställning;458887;665,16;40841000;89;249169000;11200
1546;0;34131;Ljungby;0372-22590;49;25620;1998;Tillverkning & Industri;362368;540,78;6885000;18;20558000;393
1547;0;11349;Stockholm;08-224066;49;78200;1998;Bemanning & Arbetsförmedling;324304;461,77;78806000;243;128474000;15568
1548;0;16111;Bromma;08-7040500;49;33200;1998;Reparation & Installation;503701;721,54;33748000;67;157750000;5694
1549;0;73222;Arboga;0589-82888;49;25610;1998;Tillverkning & Industri;386305;607,38;13907000;47;65355000;8252
1550;0;41780;Göteborg;031-7210000;49;71122;1998;Teknisk Konsultverksamhet;507332;753,91;477400000;941;1170049000;85496
1551;0;28133;Hässleholm;0451-80260;49;27900;1998;Tillverkning & Industri;251363;370,08;5530000;25;24244000;3114
1552;0;16494;Kista;08-55610920;49;62030;1998;Data, IT & Telekommunikation;471519;716,61;148057000;314;619114000;28541
1553;0;21532;Malmö;010-4706000;49;45110;1998;Motorfordonshandel;704581;1135,53;30297000;43;2967382000;110955
1554;0;69137;Karlskoga;0586-63551;49;25620;1998;Tillverkning & Industri;309878;442,16;10226000;32;42976000;2142
1555;1;11357;Stockholm;08-54516630;49;62020;1998;Data, IT & Telekommunikation;652428;1062,67;22835000;42;63898000;7473
1556;0;21745;Malmö;040-981177;49;68310;1998;Fastighetsverksamhet;473965;700,71;27490000;66;76698000;3603
1557;0;73223;Arboga;0589-86630;49;28110;1998;Tillverkning & Industri;364861;576,91;23716000;65;93979000;3104
1558;0;10249;Stockholm;08-55805000;49;78100;1998;Bemanning & Arbetsförmedling;644714;862,94;9026000;18;48925000;1201
1559;0;21215;Malmö;040-383300;49;21100;1998;Tillverkning & Industri;564596;854,92;35005000;62;88192000;-30606
1560;0;30241;Halmstad;035-176600;49;41200;1998;Bygg-, Design- & Inredningsverksamhet;398571;604,48;13950000;29;50287000;3928
1561;0;33392;Broaryd;0371-583230;49;22290;1998;Tillverkning & Industri;384142;538,23;21512000;63;129077000;1133
1562;0;18624;Vallentuna;08-51443685;49;43120;1998;Bygg-, Design- & Inredningsverksamhet;397700;609,27;15908000;41;65439000;6225
1563;0;76017;Blidö;0176-79950;49;25999;1998;Tillverkning & Industri;431555;546,17;3884000;6;8139000;6200
1564;0;11157;Stockholm;08-54507720;49;62010;1998;Data, IT & Telekommunikation;899428;1252,52;75552000;84;3044953000;214814
1565;1;78127;Borlänge;0243-62400;49;62010;1998;Data, IT & Telekommunikation;611150;916,29;56837000;128;162554000;8030
1566;0;33524;Gnosjö;0370-331550;49;29320;1998;Tillverkning & Industri;405942;575,63;21109000;52;113683000;10508
1567;0;24439;Kävlinge;046-733319;49;43221;1998;Bygg-, Design- & Inredningsverksamhet;360321;515,44;10089000;32;46217000;72
1568;0;81191;Sandviken;026-253995;49;43999;1998;Bygg-, Design- & Inredningsverksamhet;287705;537,67;4891000;12;16074000;2665
1569;0;26135;Landskrona;0418-76600;49;46731;1998;Partihandel;431442;494,87;26318000;61;366254000;30145
1570;0;12128;Stockholm-Globen;08-4707000;49;78200;1999;Bemanning & Arbetsförmedling;256285;371;14352000;70;34654000;4298
1571;0;18440;Åkersberga;08-54023500;49;71123;1998;Teknisk Konsultverksamhet;279680;568,36;6992000;22;37176000;3194
1572;0;72137;Västerås;021-306300;49;45110;1998;Motorfordonshandel;354235;516,74;12044000;34;159640000;2562
1573;0;56533;Mullsjö;036-13070;49;22290;1998;Tillverkning & Industri;344942;523,05;12073000;39;60042000;677
1574;0;70227;Örebro;019-6762060;49;47591;1999;Detaljhandel;398076;591,53;5175000;15;40378000;-191
1575;0;19124;Sollentuna;08-6266420;49;46699;1998;Partihandel;694500;1320,48;22224000;27;110402000;560
1576;0;12830;Skarpnäck;08-7717755;49;43320;1998;Bygg-, Design- & Inredningsverksamhet;442916;550,32;21260000;44;127026000;10382
1577;0;30262;Halmstad;035-100180;49;25120;1998;Tillverkning & Industri;346825;665,13;13873000;23;45865000;1642
1578;0;20211;Malmö;040-537600;49;20590;1998;Tillverkning & Industri;471342;735,08;34408000;108;177811000;-72621
1579;0;73125;Köping;0221-18230;49;28410;1998;Tillverkning & Industri;491785;731;20655000;42;118656000;3241
1580;0;10512;Stockholm;08-6922600;49;63910;1999;Företagstjänster;626699;892,27;133487000;393;683452000;16665
1581;0;46137;Trollhättan;0520-478070;49;25110;1999;Tillverkning & Industri;413045;609,83;27261000;66;126359000;7126
1582;0;17402;Sundbyberg;08-7330220;49;80100;1999;Företagstjänster;355279;500,44;85267000;240;145351000;1992
1583;0;17007;Solna;018-170000;49;71200;1999;Teknisk Konsultverksamhet;513611;734,58;18490000;36;57418000;7346
1584;0;82794;Ljusdal;0651-17600;49;43991;1999;Bygg-, Design- & Inredningsverksamhet;377514;724,09;13213000;35;174776000;20450
1585;0;19740;Bro;08-54061091;49;42110;1999;Bygg-, Design- & Inredningsverksamhet;168800;596,83;2532000;23;53988000;1403
1586;0;11446;Stockholm;08-54440960;49;46420;1999;Partihandel;637304;924,74;14658000;23;362586000;13761
1587;1;11628;Stockholm;08-54513280;49;71110;1999;Bygg-, Design- & Inredningsverksamhet;404500;635,71;11326000;28;37979000;4089
1588;0;21239;Malmö;040-6004000;49;41200;1999;Bygg-, Design- & Inredningsverksamhet;410604;600,14;17656000;43;240019000;11275
1589;0;12008;Stockholm;08-50691000;49;85201;1999;Utbildning, Forskning & Utveckling;426135;618,4;496022000;1164;1275067000;56602
1590;0;10425;Stockholm;08-58711700;49;78200;1999;Bemanning & Arbetsförmedling;326600;448,24;66953000;205;107532000;1879
1591;0;63105;Eskilstuna;016-167200;49;25730;1999;Tillverkning & Industri;301236;481,32;11447000;34;34550000;27187
1592;1;11453;Stockholm;08-58707000;49;70220;1999;Juridik, Ekonomi & Konsulttjänster;956961;1384,38;24881000;26;115321000;26159
1593;1;21111;Malmö;040-6977000;49;46699;1999;Partihandel;594857;922;12492000;21;322984000;9264
1594;0;80104;Gävle;026-514210;49;43221;1999;Bygg-, Design- & Inredningsverksamhet;373787;599,71;12335000;28;45305000;2089
1595;0;80267;Gävle;026-541880;49;11010;1999;Livsmedelsframställning;499666;711,25;17988000;48;86163000;-19340
1596;1;15166;Södertälje;08-55440610;49;43210;1999;Bygg-, Design- & Inredningsverksamhet;341466;532,19;5122000;16;14337000;-14
1597;0;89160;Örnsköldsvik;0660-292100;49;28250;1999;Tillverkning & Industri;426203;603,5;23015000;54;95768000;4509
1598;0;18728;Täby;08-7322100;49;85311;1999;Utbildning, Forskning & Utveckling;471059;675,7;31561000;67;77585000;6129
1599;0;18728;Täby;08-6365100;49;32990;1999;Tillverkning & Industri;541846;870,65;35220000;207;367000000;-3795
1600;0;85231;Sundsvall;0771-250000;49;62010;1999;Data, IT & Telekommunikation;557012;873,86;44561000;80;102869000;7415
1601;0;69499;Skyllberg;0583-40300;49;25930;1999;Tillverkning & Industri;356481;698,63;19250000;41;105270000;-2405
1602;0;11421;Stockholm;08-4418580;49;85201;1999;Utbildning, Forskning & Utveckling;399688;580,47;30776000;77;73349000;5063
1603;0;29435;Sölvesborg;0456-13595;49;43222;1999;Bygg-, Design- & Inredningsverksamhet;422714;558,9;5918000;20;55115000;8000
1604;1;31139;Falkenberg;0346-717111;49;74900;1999;Teknisk Konsultverksamhet;360285;554,59;10088000;29;44645000;-2033
1605;0;43244;Varberg;0340-15905;49;17129;1999;Tillverkning & Industri;354263;523,32;13462000;38;147597000;4214
1606;0;43632;Askim;072-4548650;49;71121;1999;Bygg-, Design- & Inredningsverksamhet;456235;591,03;7756000;31;35990000;1589
1607;0;70222;Örebro;019-123135;49;47112;1999;Detaljhandel;321880;451,33;13519000;42;144140000;5390
1608;0;80104;Gävle;026-105040;49;43221;1999;Bygg-, Design- & Inredningsverksamhet;352458;592,12;16918000;42;57873000;3537
1609;0;44303;Lerum;0302-680600;49;22290;1999;Tillverkning & Industri;417071;629,46;5839000;13;43172000;9098
1610;0;14171;Segeltorp;08-58884600;49;47521;1999;Detaljhandel;500181;672,86;16506000;37;174837000;10929
1611;0;27398;Smedstorp;076-2766824;49;41200;1999;Bygg-, Design- & Inredningsverksamhet;435673;630,75;22655000;52;172152000;17635
1612;1;12030;Stockholm;08-55699003;49;59110;1999;Media;459606;482,89;15167000;73;91964000;-5404
1613;0;53223;Skara;0511-13130;49;46741;1999;Partihandel;483250;698,62;11598000;24;147187000;16486
1614;1;11123;Stockholm;08-52801500;49;62010;1999;Data, IT & Telekommunikation;919750;1563,56;14716000;16;283942000;17255
1615;0;25221;Helsingborg;042-131570;49;47112;1999;Detaljhandel;316000;449,67;6320000;21;50387000;2021
1616;0;25669;Helsingborg;042-4502300;49;70220;1999;Juridik, Ekonomi & Konsulttjänster;839125;1344,94;13426000;16;38320000;-6306
1617;0;53155;Lidköping;0510-21250;49;46620;1999;Partihandel;454785;672,45;12734000;31;96862000;9552
1618;0;28151;Hässleholm;0451-10810;49;43120;1999;Bygg-, Design- & Inredningsverksamhet;449405;619,24;16628000;37;203908000;12984
1619;0;26274;Ängelholm;0431-454460;49;29101;1999;Tillverkning & Industri;436474;785,32;42338000;124;374553000;18054
1620;1;29132;Kristianstad;0705-248655;49;86230;1999;Hälsa & Sjukvård;329833;486;1979000;5;10355000;6890
1621;0;10435;Stockholm;08-50610600;49;62030;1999;Data, IT & Telekommunikation;825966;1330,29;74337000;83;351752000;23649
1622;1;21228;Malmö;040-6076230;49;69201;1999;Juridik, Ekonomi & Konsulttjänster;409428;593,48;11464000;31;41030000;10438
1623;0;77142;Ludvika;0240-689000;49;25620;1999;Tillverkning & Industri;335885;488,48;38291000;126;210017000;1028
1624;0;25106;Helsingborg;042-4952687;49;70220;1999;Tillverkning & Industri;1257142;2138,1;26400000;375;3576200000;-26300
1625;0;41451;Göteborg;031-589700;49;71122;1999;Teknisk Konsultverksamhet;470657;686,11;88013000;187;159433000;2819
1626;1;59192;Motala;020-599599;49;45202;1999;Reparation & Installation;319032;556,98;9890000;44;69282000;2621
1627;1;50730;Brämhult;033-169630;49;46750;1999;Partihandel;505166;768,92;12124000;24;125184000;2742
1628;0;14291;Skogås;08-7356694;49;43999;1999;Bygg-, Design- & Inredningsverksamhet;424276;627,62;19941000;47;91460000;7170
1629;1;12030;Stockholm;08-55655600;49;28130;1999;Tillverkning & Industri;456763;689,24;17357000;38;144772000;48878
1630;0;25007;Helsingborg;042-199100;49;10830;1999;Livsmedelsframställning;418452;926,08;240610000;487;3953143000;262508
1631;0;21364;Malmö;042-332260;49;46699;1999;Partihandel;759818;951,82;8358000;51;148658000;9027
1632;0;11541;Stockholm;08-4752350;49;59110;1999;Media;554882;881,13;28299000;52;281360000;-312
1633;0;44722;Vårgårda;;49;22290;1999;Tillverkning & Industri;330529;465,53;5619000;17;17825000;1065
1634;1;11863;Stockholm;08-6150860;49;62010;1999;Data, IT & Telekommunikation;612700;942,85;18381000;26;39343000;2572
1635;0;41137;Göteborg;031-287660;49;78200;1999;Bemanning & Arbetsförmedling;610096;858,46;31725000;52;118121000;10989
1636;0;40277;Göteborg;031-659000;49;70100;1999;Bygg-, Design- & Inredningsverksamhet;754920;1419,3;18873000;27;109279000;-780
1637;0;30244;Halmstad;035-161580;49;43223;1999;Bygg-, Design- & Inredningsverksamhet;345608;527,67;7949000;30;60784000;7380
1638;0;40317;Göteborg;031-7012000;49;69101;1999;Juridik, Ekonomi & Konsulttjänster;527322;941,69;16347000;29;47786000;10093
1639;0;26539;Åstorp;042-54380;49;46699;1999;Partihandel;420500;856,41;8410000;17;27130000;1834
1640;0;19561;Arlandastad;08-51005400;49;46699;1999;Partihandel;603500;758,23;14484000;22;74328000;3978
1641;0;59044;Rimforsa;0494-79500;49;71123;1999;Teknisk Konsultverksamhet;838357;1341,21;11737000;1032;808949000;396
1642;0;44502;Surte;070-5861138;49;43999;1999;Bygg-, Design- & Inredningsverksamhet;423857;504,47;5934000;15;18343000;-890
1643;1;11157;Stockholm;0733-948009;49;73120;1999;Reklam, Pr & Marknadsundersökning;420625;597,59;13460000;32;44998000;2986
1644;0;41663;Göteborg;031-3370880;49;70220;2000;Juridik, Ekonomi & Konsulttjänster;397176;548,96;6752000;23;27464000;4026
1645;0;21174;Malmö;040-6611000;49;62010;1999;Data, IT & Telekommunikation;577240;880,18;91204000;158;171755000;-6660
1646;1;16867;Bromma;08-56472830;49;62010;1999;;492500;695,63;9850000;27;33055000;560
1647;0;75597;Uppsala;018-101355;49;47991;2000;Detaljhandel;256809;386,07;5393000;15;6877000;399
1648;0;16440;Kista;08-7560250;49;77400;2000;Uthyrning & Leasing;450113;639,73;43661000;97;767173000;-34019
1649;1;12177;Johanneshov;08-6009000;49;62020;2000;Data, IT & Telekommunikation;452722;853,65;16298000;31;49501000;3432
1650;0;43632;Askim;010-7222900;49;62020;2000;;479119;764,64;20123000;42;282776000;19848
1651;0;63346;Eskilstuna;016-170180;49;71121;2000;Bygg-, Design- & Inredningsverksamhet;334571;601,13;4684000;30;77954000;8988
1652;0;81631;Ockelbo;0297-572070;49;46330;2000;Partihandel;369500;525,45;8129000;22;85937000;-1611
1653;0;57422;Vetlanda;010-4514000;49;70100;2000;Tillverkning & Industri;603851;963,11;28381000;47;123834000;3628
1654;0;11181;Stockholm;010-1613931;49;69201;2000;Juridik, Ekonomi & Konsulttjänster;422716;615,95;140342000;332;286307000;-18713
1655;0;14637;Tullinge;08-53020810;49;43222;2000;Bygg-, Design- & Inredningsverksamhet;301450;433,78;6029000;27;14863000;1031
1656;1;13650;Jordbro;08-50012808;49;38320;2000;Avlopp, Avfall, El & Vatten;317869;470,71;7311000;24;51511000;4938
1657;1;11550;Stockholm;08-50678250;49;62010;2000;Data, IT & Telekommunikation;483878;1205,8;15968000;25;40672000;10
1658;1;41107;Göteborg;031-3848600;49;73111;2000;Reklam, Pr & Marknadsundersökning;439393;645,51;14500000;41;53446000;2099
1659;0;10130;Stockholm;08-41062600;49;68203;2000;Fastighetsverksamhet;791363;1300;150359000;190;1672000000;533000
1660;0;10387;Stockholm;08-4029900;49;73120;2000;Reklam, Pr & Marknadsundersökning;543900;815,35;59829000;148;256941000;-37699
1661;0;29832;Tollarp;044-238616;49;46420;2000;Partihandel;427280;606,24;10682000;25;161471000;10753
1662;0;20312;Malmö;08-58779000;49;82200;2000;Företagstjänster;268333;374,96;12075000;45;68916000;1024
1663;1;21120;Malmö;040-6023100;49;62010;2000;Data, IT & Telekommunikation;481040;763,66;47142000;98;125699000;7496
1664;0;25456;Helsingborg;042-126100;49;85201;2000;Utbildning, Forskning & Utveckling;355152;504,86;25571000;72;55521000;3918
1665;0;11218;Stockholm;08-227240;49;46450;2000;Partihandel;423826;613,48;9748000;23;156789000;2004
1666;1;22478;Lund;046-2718380;49;71124;2000;Teknisk Konsultverksamhet;545125;746,5;4361000;8;40917000;-13760
1667;0;12128;Stockholm-Globen;08-4707000;49;78200;2000;Bemanning & Arbetsförmedling;203288;441;9148000;43;23698000;-2810
1668;0;71134;Lindesberg;0581-14790;49;28410;2000;Tillverkning & Industri;522862;750,21;15163000;29;132930000;38258
1669;0;41254;Göteborg;031-138066;49;78200;2000;Bemanning & Arbetsförmedling;305205;430,45;23806000;78;40551000;4720
1670;0;11437;Stockholm;08-7900050;49;62020;2000;Data, IT & Telekommunikation;473227;721,46;64359000;136;135647000;10151
1671;0;18164;Lidingö;08-54480910;49;47112;2000;Detaljhandel;325115;444,58;8453000;24;80339000;5135
1672;0;77423;Avesta;0226-58450;49;22210;2000;Tillverkning & Industri;411100;609,95;8222000;20;32440000;356
1673;1;10366;Stockholm;08-7230900;49;62020;2000;Data, IT & Telekommunikation;636482;973;18458000;29;80205000;-31451
1674;0;26538;Åstorp;031-3304210;49;78200;2000;Bemanning & Arbetsförmedling;306148;435,97;57556000;234;241504000;6694
1675;0;11121;Stockholm;08-50605500;49;74900;2000;Teknisk Konsultverksamhet;450518;852,22;95510000;297;11048153000;99257
1676;1;21122;Malmö;040-235030;49;32990;2000;Tillverkning & Industri;381333;597,75;2288000;4;5386000;-174
1677;0;21136;Malmö;070-4346416;49;62020;2000;Data, IT & Telekommunikation;661333;931,07;19840000;74;297471000;12213
1678;0;57121;Nässjö;0380-556990;49;71121;2000;Bygg-, Design- & Inredningsverksamhet;480125;689,21;15364000;28;27697000;-953
1679;0;63502;Eskilstuna;016-139077;49;20510;2000;Tillverkning & Industri;484072;706,65;26624000;55;184267000;9727
1680;0;10316;Stockholm;08-4626560;49;63120;2000;Företagstjänster;442397;639,9;36719000;83;83253000;7090
1681;0;17239;Sundbyberg;076-2474589;49;43320;2000;Bygg-, Design- & Inredningsverksamhet;232666;375,93;4886000;29;14872000;1148
1682;1;21231;Malmö;040-6285600;49;62020;2000;Data, IT & Telekommunikation;672517;1021,65;136521000;211;638454000;56341
1683;0;41327;Göteborg;031-7045200;49;71122;2000;Teknisk Konsultverksamhet;460055;2485,17;8281000;6;19551000;-2156
1684;0;54122;Skövde;0500-433310;49;46220;2000;Partihandel;343909;586,23;7566000;22;63566000;377
1685;0;16573;Hässelby;08-56444160;49;85100;2000;Utbildning, Forskning & Utveckling;320612;454,03;31420000;98;65451000;4197
1686;0;40522;Göteborg;010-3333000;49;70220;2000;Bank, Finans & Försäkring;539647;871,03;9174000;29;53581000;-769
1687;0;90729;Umeå;090-154900;49;58290;2000;Data, IT & Telekommunikation;568326;795,28;55696000;116;169352000;34699
