Bolagsid;Kollektivavtal;Postkod;Ort;Telnmr;JuridiskForm;SNI;Start_Ar;Bransch;Genomnsnittlig_lön_exkl_pension;Genomsnittlig_lön_Inkl. Pension_TSEK;Total_lön;antalanstallda_UC;Omsättning_SEK;Resultat
773;1;13104;Nacka;08-50751000;49;46510;1984;Partihandel;552555;909,93;24865000;45;702757000;18904
774;0;64222;Flen;0157-454340;49;30200;1984;Tillverkning & Industri;433925;669,54;23432000;54;98917000;2821
775;0;72133;Västerås;021-147520;49;43221;1984;Bygg-, Design- & Inredningsverksamhet;416448;659,38;12077000;29;51272000;8248
776;0;28121;Hässleholm;0451-43600;49;45191;1984;Motorfordonshandel;423911;609,88;14413000;34;154818000;6318
777;0;82130;Bollnäs;0271-22301;49;20420;1984;Tillverkning & Industri;434181;611,95;9552000;22;105490000;6232
778;0;22764;Lund;046-385300;49;46742;1984;Partihandel;427923;597,95;16689000;39;281013000;14976
779;0;29391;Olofström;0454-301270;49;22290;1984;Tillverkning & Industri;351423;405,94;9137000;17;12545000;-2956
780;0;74594;Enköping;0171-442090;49;25620;1986;Tillverkning & Industri;409863;579,18;9017000;22;36909000;1669
781;0;52361;Gällstad;0321-26000;49;14310;1984;Tillverkning & Industri;339666;558,71;11209000;21;31922000;-1200
782;0;23539;Vellinge;040-466077;49;21200;1986;Tillverkning & Industri;443080;668,6;11077000;25;47654000;12152
783;0;82822;Edsbyn;0271-34500;49;25730;1984;Tillverkning & Industri;295823;428,7;10058000;37;47631000;800
784;0;33421;Anderstorp;0371-588330;49;25110;1984;Tillverkning & Industri;391047;572,81;8212000;21;58662000;-460
785;0;21375;Malmö;040-6715020;49;26700;1984;Tillverkning & Industri;635636;1017,58;69920000;110;607263000;108499
786;0;33302;Bredaryd;0370-80350;49;22290;1984;Tillverkning & Industri;369176;538,21;6276000;19;34624000;4220
787;0;26982;Båstad;0431-85000;49;46731;1984;Partihandel;432801;655,46;109066000;252;2043581000;64546
788;0;33377;Burseryd;0371-37500;49;24320;1986;Tillverkning & Industri;443253;647,44;59396000;134;687109000;31738
789;0;82728;Färila;010-4838990;49;29320;1984;Tillverkning & Industri;386695;592,26;8894000;23;48977000;3294
790;0;33372;Bredaryd;0370-86650;49;25999;1985;Tillverkning & Industri;471101;703,75;32506000;69;286212000;32836
791;0;73523;Surahammar;0220-34700;49;30200;1984;Tillverkning & Industri;411328;652,26;26325000;69;266057000;44744
792;0;64430;Torshälla;016-153100;49;32501;1984;Tillverkning & Industri;388860;581,58;19443000;59;138063000;25362
793;0;33125;Värnamo;0370-695520;49;13922;1984;Tillverkning & Industri;282593;513,22;9043000;36;58498000;3588
794;0;11820;Stockholm;08-4068700;49;71110;1984;Bygg-, Design- & Inredningsverksamhet;449481;674,61;12136000;49;55805000;10417
795;0;12459;Bandhagen;;49;45201;1985;Reparation & Installation;367163;573,52;17991000;52;70472000;811
796;0;42502;Hisings Kärra;031-572793;49;28130;1984;Tillverkning & Industri;428365;664,34;39838000;93;237814000;23607
797;0;21120;Malmö;040-102640;49;70100;1985;Tillverkning & Industri;954111;1860;17174000;16;63978000;3008
798;0;30262;Halmstad;035-217220;49;10130;1984;Livsmedelsframställning;380166;524,3;9124000;27;56416000;443
799;0;61225;Finspång;0122-50300;49;25999;1985;Tillverkning & Industri;334312;511,14;5349000;21;35879000;345
800;1;18714;Täby;08-58803200;49;46460;1985;Partihandel;543629;884,7;14678000;27;109523000;5997
801;1;18325;Täby;010-2051650;49;46432;1985;Partihandel;473192;681,3;12303000;20;95463000;257
802;0;72126;Västerås;021-155800;49;71121;1985;Bygg-, Design- & Inredningsverksamhet;523793;787,34;30380000;58;65514000;6679
803;0;10540;Stockholm;08-55611615;49;82990;1985;Företagstjänster;460431;958,78;23482000;54;113617000;16232
804;0;35234;Växjö;0470-707100;49;62010;1985;Data, IT & Telekommunikation;510943;780,67;45474000;382;447930000;17713
805;0;13235;Saltsjö-Boo;08-7472490;49;41200;1985;Bygg-, Design- & Inredningsverksamhet;390000;515,74;8970000;23;32160000;-239
806;0;10228;Stockholm;08-7430280;49;78200;1985;Bemanning & Arbetsförmedling;237090;420,45;2608000;11;5746000;309
807;0;50771;Gånghester;033-204600;49;14140;1985;Tillverkning & Industri;498289;724,84;91187000;183;785028000;102937
808;1;21377;Malmö;040-143860;49;16240;1985;;372777;543,8;3355000;10;12411000;-92
809;0;74123;Knivsta;018-591100;49;46310;1985;Partihandel;268600;351,15;17459000;55;70394000;458
810;0;51821;Sandared;033-7242300;49;26120;1985;Tillverkning & Industri;416651;587,86;27499000;66;233771000;229
811;0;17529;Järfälla;08-56440650;49;26120;1985;Tillverkning & Industri;430574;597,53;20237000;47;112081000;3193
812;0;82731;Ljusdal;0651-766000;49;29200;1985;Tillverkning & Industri;329302;464,31;14160000;45;67240000;5464
813;0;17562;Järfälla;08-7952730;49;28990;1985;Tillverkning & Industri;446833;761,87;13405000;30;85462000;29665
814;0;57495;Björköby;0383-31200;49;28990;1985;Tillverkning & Industri;452055;629,5;8137000;18;46076000;1841
815;0;31451;Unnaryd;0371-60570;49;43210;1985;Bygg-, Design- & Inredningsverksamhet;334043;466;7683000;21;24154000;443
816;0;56693;Brandstorp;0502-50060;49;25620;1985;Tillverkning & Industri;330318;474,09;7267000;22;47269000;10398
817;0;73221;Arboga;0589-85760;49;43341;1985;Bygg-, Design- & Inredningsverksamhet;348051;495,38;13574000;58;53766000;1047
818;0;87052;Nyland;0612-28000;49;25620;1985;Tillverkning & Industri;431250;781,29;6900000;21;65500000;10382
819;0;18172;Lidingö;08-6704100;49;58140;1985;Media;494362;751,08;39549000;80;99240000;-7763
820;0;10263;Stockholm;08-6986800;49;70220;1985;Juridik, Ekonomi & Konsulttjänster;788000;1335,52;15760000;27;137179000;-7359
821;0;82412;Hudiksvall;0650-547171;49;46510;1985;Partihandel;314000;554,77;7222000;22;45469000;-969
822;1;69394;Åtorp;0586-730240;49;52100;1985;Transport & Magasinering;350300;382,47;10509000;55;46752000;3511
823;0;31296;Laholm;0430-48470;49;46310;1985;Partihandel;348500;598,84;5576000;19;112021000;1393
824;0;56202;Taberg;;49;28130;1985;Tillverkning & Industri;446000;642,83;10258000;23;57456000;6134
825;0;41108;Göteborg;031-600460;49;79120;1985;Resebyrå & Turism;410476;627,62;26681000;65;553018000;23971
826;0;12459;Bandhagen;072-2522405;49;43221;1985;Bygg-, Design- & Inredningsverksamhet;352333;504,2;7399000;25;37024000;3145
827;0;11330;Stockholm;08-54568460;49;71110;1986;Bygg-, Design- & Inredningsverksamhet;441600;692,32;8832000;25;34567000;6906
828;0;73427;Hallstahammar;0220-21300;49;25940;1985;Tillverkning & Industri;388874;544,05;114329000;294;621530000;18778
829;0;29194;Kristianstad;044-226320;49;27510;1985;Tillverkning & Industri;394500;572,65;20514000;52;81157000;2733
830;0;44637;Älvängen;0303-334560;49;27120;1985;Tillverkning & Industri;466730;638,97;12135000;32;64944000;5130
831;0;50441;Borås;033-292017;49;52100;1985;Transport & Magasinering;317137;493,06;9197000;33;27196000;1136
832;0;69435;Hallsberg;070-1911260;49;25999;1985;Tillverkning & Industri;343178;503,28;9609000;32;37331000;3923
833;0;15226;Södertälje;08-55010464;49;41200;1985;Bygg-, Design- & Inredningsverksamhet;561000;795,13;17391000;30;98059000;1007
834;0;12611;Stockholm;010-1550900;49;46699;1985;Partihandel;469544;736,09;42259000;90;131087000;-18691
835;0;11743;Stockholm;08-55523700;49;79110;1985;Resebyrå & Turism;406255;614,86;130408000;321;444177000;577
836;0;17407;Sundbyberg;08-7064550;49;71121;1985;Bygg-, Design- & Inredningsverksamhet;678586;1085,41;19679000;29;47083000;7427
837;0;23162;Trelleborg;0410-59890;49;25620;1985;Tillverkning & Industri;347740;514,51;9389000;37;54780000;3086
838;0;26725;Bjuv;042-85500;49;23200;1985;Tillverkning & Industri;455305;718,45;43254000;96;300729000;-3495
839;0;51406;Dalstorp;073-3142380;49;46620;1985;Partihandel;475809;852,74;9992000;23;81186000;3541
840;0;82415;Hudiksvall;0650-402800;49;63110;1985;Företagstjänster;419774;610,63;26026000;62;77907000;25708
841;0;43525;Mölnlycke;031-887550;49;32501;1985;Tillverkning & Industri;387520;568,27;29064000;75;92981000;5579
842;0;35234;Växjö;0470-707100;49;62010;1986;Data, IT & Telekommunikation;456940;689,32;45694000;100;179942000;-4629
843;0;42131;Västra Frölunda;031-893700;49;71122;1985;Teknisk Konsultverksamhet;620236;1018,36;34113000;55;118174000;10706
844;0;33504;Hillerstorp;0370-373660;49;31012;1985;Tillverkning & Industri;365666;528,92;8776000;24;71278000;2068
845;0;11220;Stockholm;08-314670;49;71110;1985;Bygg-, Design- & Inredningsverksamhet;454684;743,44;8639000;18;22183000;5037
846;0;11120;Stockholm;08-54587050;49;62010;1985;Data, IT & Telekommunikation;451500;664,21;9933000;24;23160000;1254
847;0;11134;Stockholm;08-6769750;49;62020;1986;Data, IT & Telekommunikation;743916;1168,9;8927000;43;75259000;-8606
848;0;64262;Bettna;0155-293300;49;28990;1985;Tillverkning & Industri;404525;591,12;23867000;59;154286000;15762
849;0;24222;Hörby;0415-19800;49;32501;1986;Tillverkning & Industri;591691;823,64;80470000;136;783416000;398184
850;0;28121;Hässleholm;0451-43600;49;45110;1986;Motorfordonshandel;373472;537,42;41082000;110;625600000;23652
851;0;28831;Vinslöv;044-337060;49;25110;1986;Tillverkning & Industri;426310;640,69;12363000;29;112454000;5935
852;0;76121;Norrtälje;010-4714000;49;25110;1986;Tillverkning & Industri;401559;596,12;101193000;252;541486000;32166
853;1;57168;Malmbäck;0380-557060;49;31011;1986;Tillverkning & Industri;301045;424,59;6623000;17;17742000;138
854;0;19278;Sollentuna;018-347300;49;77390;1986;Uthyrning & Leasing;1565671;2504,23;114294000;73;1512706000;401400
855;0;59123;Motala;0141-237750;49;33120;1986;Reparation & Installation;463127;722,6;43534000;94;120998000;16175
856;1;58273;Linköping;013-4809300;49;73119;1986;Reklam, Pr & Marknadsundersökning;362257;634,56;12679000;32;29650000;317
857;0;16111;Bromma;08-51915200;49;18122;1986;Tillverkning & Industri;481000;711,44;19721000;41;99232000;910
858;0;81441;Skutskär;026-70044;49;43120;1986;Bygg-, Design- & Inredningsverksamhet;317088;476,74;10781000;38;49760000;3209
859;0;24534;Staffanstorp;046-234275;49;16240;1986;Tillverkning & Industri;349000;736,8;10470000;5;51420000;2769
860;0;41758;Göteborg;031-3000050;49;62030;1986;Data, IT & Telekommunikation;464806;709,97;45551000;98;148648000;36058
861;0;51295;Håcksvik;0325-52023;49;25120;1986;Tillverkning & Industri;362906;527,91;11613000;32;42359000;474
862;0;18440;Åkersberga;070-4160161;49;49390;1986;Transport & Magasinering;338600;521,4;5079000;15;15193000;470
863;0;82414;Hudiksvall;0650-18825;49;46491;1986;Partihandel;386083;588,67;9266000;24;98666000;2716
864;0;46294;Frändefors;0521-281930;49;29320;1988;Tillverkning & Industri;320204;464,02;14089000;48;46231000;-1603
865;0;54633;Karlsborg;0505-10900;49;26300;1986;Tillverkning & Industri;318264;448,38;43284000;136;174142000;19900
866;0;72137;Västerås;021-815300;49;25610;1986;Tillverkning & Industri;373166;547,41;35824000;96;133416000;9649
867;0;22478;Lund;046-385800;49;30300;1986;Tillverkning & Industri;646035;960,96;18089000;28;96123000;9791
868;0;12830;Skarpnäck;08-12054400;49;43320;1986;Bygg-, Design- & Inredningsverksamhet;453409;651,05;9975000;22;71114000;4907
869;0;54194;Skövde;0500-457000;49;28300;1986;Bank, Finans & Försäkring;370166;27,75;8884000;24;39665000;-4287
870;0;17106;Solna;08-55568500;49;46510;1986;Partihandel;526860;824,08;41622000;79;313044000;21517
871;1;13625;Haninge;08-7112590;49;45310;1986;Partihandel;376750;1146,67;1507000;3;11128000;-314
872;0;14250;Skogås;08-865060;49;43999;1987;Bygg-, Design- & Inredningsverksamhet;323857;482,74;6801000;23;27837000;1990
873;0;80255;Gävle;026-647200;49;43210;1986;Bygg-, Design- & Inredningsverksamhet;416451;594,44;12910000;32;44682000;3615
874;0;43215;Varberg;0340-690000;49;16102;1986;Tillverkning & Industri;345058;489,75;17598000;51;222582000;5008
875;0;72348;Västerås;;49;70100;1986;Partihandel;737842;989,53;14019000;6069;4756481000;210691
876;0;14722;Tumba;08-4499900;49;28290;1986;Tillverkning & Industri;431560;602,46;21578000;50;161887000;-11925
877;1;11451;Stockholm;08-6639000;49;78100;1986;Bemanning & Arbetsförmedling;626863;972,15;13791000;20;53379000;764
878;0;43330;Partille;031-3400000;49;71122;1986;Teknisk Konsultverksamhet;423890;806,88;54258000;135;157542000;5986
879;0;59223;Vadstena;0143-12540;49;49390;1986;Transport & Magasinering;279080;424,26;6977000;23;27556000;-311
880;0;25229;Helsingborg;042-266550;49;49410;1986;Transport & Magasinering;314540;476,41;23276000;74;244479000;5699
881;0;43124;Mölndal;031-865940;49;25999;1986;Tillverkning & Industri;319200;490,71;7980000;21;36876000;394
882;0;40032;Göteborg;031-7758000;49;45310;1986;Partihandel;183117;931,87;12452000;68;1004707000;43360
883;0;43124;Mölndal;031-867900;49;43223;1986;Bygg-, Design- & Inredningsverksamhet;404454;638,67;8898000;21;46912000;4790
884;0;82731;Ljusdal;0651-760770;49;24200;1986;Tillverkning & Industri;341730;492,62;8885000;26;39523000;-2907
885;0;41108;Göteborg;031-105900;49;47772;1986;Detaljhandel;371093;620,43;11875000;28;67128000;2622
886;1;11233;Stockholm;08-6510635;49;70220;1986;Juridik, Ekonomi & Konsulttjänster;494166;591,5;5930000;24;20508000;1251
887;1;11457;Stockholm;08-6796622;49;68201;1986;Fastighetsverksamhet;724500;1131,5;1449000;7;57141000;-2808
888;0;20212;Malmö;040-6800780;49;33190;1986;Reparation & Installation;291411;410,82;4954000;86;136562000;1756
889;0;43437;Kungsbacka;0300-690500;49;27120;1986;Tillverkning & Industri;376000;547,62;24064000;64;141863000;10323
890;0;89127;Örnsköldsvik;0660-295200;49;46731;1987;Partihandel;440347;464,59;10128000;22;59781000;874
891;0;23221;Arlöv;040-538400;49;46492;1986;Partihandel;419851;610,89;11336000;28;156163000;8072
892;0;26122;Landskrona;0418-400400;49;28250;1986;Tillverkning & Industri;494790;716,01;167734000;339;1564542000;214081
893;1;57595;Eksjö;0381-40030;49;16103;1986;Tillverkning & Industri;342909;496,22;7544000;23;37871000;918
894;1;17154;Solna;08-4596900;49;70220;1986;Juridik, Ekonomi & Konsulttjänster;654166;1631,4;23550000;47;113894000;13508
895;0;26321;Höganäs;042-250050;49;17129;1987;Tillverkning & Industri;429013;629,93;31747000;74;657999000;-12171
896;0;14146;Huddinge;08-7302340;49;10710;1987;Livsmedelsframställning;486714;622,33;17035000;42;48481000;-2204
897;0;20049;Malmö;010-3304400;49;70220;1987;Fastighetsverksamhet;691085;1259,91;32481000;455;3232494000;20608
898;0;35104;Växjö;0470-745400;49;24420;1987;Tillverkning & Industri;525413;772,45;15237000;29;175451000;10311
899;1;29154;Kristianstad;044-126320;49;43341;1987;Bygg-, Design- & Inredningsverksamhet;329222;532,71;5926000;17;12253000;1603
900;0;59040;Kisa;0494-10351;49;41200;1987;Bygg-, Design- & Inredningsverksamhet;397535;551,88;11131000;25;57298000;500
901;0;11851;Stockholm;08-7279500;49;71110;1987;Bygg-, Design- & Inredningsverksamhet;454480;817,32;11362000;22;28425000;-2170
902;0;19278;Sollentuna;018-347300;49;29200;1987;Tillverkning & Industri;567945;859,47;52251000;91;457532000;-74396
903;0;50462;Borås;033-100200;49;25999;1987;Tillverkning & Industri;318294;470,29;5411000;17;31277000;1581
904;0;14923;Nynäshamn;08-52068700;49;68201;1987;Fastighetsverksamhet;453590;732,23;9979000;22;171269000;21874
905;0;17267;Sundbyberg;08-58574700;49;79110;1987;Resebyrå & Turism;359491;603,12;21210000;168;253309000;1365
906;0;58117;Linköping;013-354910;49;46310;1987;Partihandel;379515;536,33;12524000;33;159320000;1850
907;0;29685;Åhus;044-7801800;49;42990;1987;Bygg-, Design- & Inredningsverksamhet;509887;761,38;36202000;88;433181000;14145
908;0;57331;Tranås;0140-43000;49;41200;1987;Bygg-, Design- & Inredningsverksamhet;376130;565,13;8651000;30;44047000;2275
909;0;43632;Askim;031-570880;49;46741;1987;Partihandel;571153;846,62;14850000;26;135010000;-4489
910;0;16867;Bromma;08-284140;49;43320;1987;Bygg-, Design- & Inredningsverksamhet;359950;620,6;7199000;20;39616000;-1147
911;1;13444;Gustavsberg;08-57162250;49;41200;1987;Bygg-, Design- & Inredningsverksamhet;936750;558,65;3747000;20;46826000;1413
912;0;21375;Malmö;0410-710500;49;28250;1987;Tillverkning & Industri;402106;635,64;30158000;75;261846000;1837
913;0;71322;Nora;0587-14545;49;20510;1987;Tillverkning & Industri;588280;872,8;14707000;25;131591000;-554
914;0;15330;Järna;08-55481000;49;32300;1987;Tillverkning & Industri;331300;521,2;19878000;60;298341000;17997
915;0;10394;Stockholm;08-54516690;49;18122;1987;Tillverkning & Industri;375633;549,21;11269000;29;49145000;5065
916;0;12630;Hägersten;08-6470100;49;43221;1987;Bygg-, Design- & Inredningsverksamhet;525744;787,83;24710000;47;133243000;18568
917;1;10365;Stockholm;08-7353660;49;69201;1987;Juridik, Ekonomi & Konsulttjänster;612000;1220,14;4284000;7;796000;-45523
918;0;43240;Varberg;0340-645430;49;25930;1987;Tillverkning & Industri;370551;658,79;10746000;19;61817000;1570
919;0;59871;Södra Vi;0492-20105;49;16101;1987;Tillverkning & Industri;411277;535,53;7403000;17;40572000;2144
920;0;79180;Falun;010-4600000;49;72190;1987;Utbildning, Forskning & Utveckling;605714;874,29;42400000;70;149500000;7800
921;1;10462;Stockholm;08-56208600;49;69201;1987;Juridik, Ekonomi & Konsulttjänster;466424;622,67;15392000;33;29885000;-2770
922;0;41458;Göteborg;031-859600;49;71122;1987;Teknisk Konsultverksamhet;539800;833,92;13495000;24;24521000;618
923;0;17759;Järfälla;08-58038190;49;43330;1987;Bygg-, Design- & Inredningsverksamhet;388227;591,65;8541000;20;32707000;1938
924;0;21124;Malmö;040-6805640;49;25620;1987;Tillverkning & Industri;337766;523,7;10133000;30;52339000;6788
925;0;70227;Örebro;019-206890;49;62030;1987;Data, IT & Telekommunikation;444780;883,26;22239000;42;86360000;53
926;0;70148;Örebro;019-175700;49;46499;1987;Partihandel;436628;649,81;30564000;70;435121000;-12917
927;1;18231;Danderyd;08-54545000;49;79110;1987;Resebyrå & Turism;400023;638,97;17201000;29;79176000;137
928;0;21375;Malmö;040-6715060;49;28290;1987;Tillverkning & Industri;569280;893,7;28464000;69;178165000;-2084
929;0;70227;Örebro;019-294600;49;43120;1987;Bygg-, Design- & Inredningsverksamhet;334387;481,8;16385000;55;56719000;493
930;0;23599;Vellinge;040-487211;49;49410;1987;Transport & Magasinering;503745;745,08;25691000;51;174564000;17388
931;0;15124;Södertälje;073-9695081;49;43120;1987;Bygg-, Design- & Inredningsverksamhet;277363;474,22;6102000;27;33091000;4876
932;1;16111;Bromma;08-4451410;49;47521;1987;Detaljhandel;372625;541,42;5962000;19;58713000;543
933;1;21111;Malmö;040-6612050;49;78200;1987;Bemanning & Arbetsförmedling;432717;686,3;19905000;50;39475000;6205
934;0;57633;Sävsjö;0382-67600;49;28220;1987;Tillverkning & Industri;442781;621,91;14169000;35;76446000;3259
935;0;11732;Stockholm;08-4413540;49;71110;1987;Bygg-, Design- & Inredningsverksamhet;336937;756,82;5391000;17;18372000;1511
936;0;89182;Örnsköldsvik;0660-80000;49;30400;1987;Tillverkning & Industri;518180;695,39;336299000;649;2089608000;197071
937;0;10073;Stockholm;08-131400;49;46769;1987;Partihandel;447083;648,7;5365000;10;36373000;444
938;0;55320;Jönköping;077-5205050;49;46699;1987;Partihandel;371572;532,88;66883000;180;348634000;22274
939;0;73170;Köping;0221-40100;49;16102;1987;Tillverkning & Industri;388000;547,43;8924000;23;112614000;10371
940;0;16869;Bromma;08-985250;49;43341;1987;Bygg-, Design- & Inredningsverksamhet;309617;431,23;14552000;43;49759000;3232
